title,location,salary_range,company_name,industry,company_size,ownership_type,job_code,description,company_intro,source_url,updated_at
助理石油工程师,杭州-西湖区,5-12K,杭州能源创新科技有限公司,"新能源,电力能源,绿色低碳",1000-9999人,国企,CP-J-PET-001-02,"岗位方向：能源/绿色低碳。负责油藏工程分析、钻井方案设计、采油工艺优化与油田开发规划，强调地质理解、工程计算和项目协调能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握油藏工程、钻井工程、采油工艺、地质分析、数值模拟、AutoCAD，具备学习能力、沟通协作意识和结果交付意识。
加分项：石油工程师、注册安全工程师，或有校内项目、竞赛、实习、社会实践经历。",杭州能源创新科技有限公司面向应届生和初级人才提供能源/绿色低碳方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-PET-001-02,2026-05-02
石油实习工程师,成都-高新区,9-18K,成都能源产业发展集团,"新能源,电力能源,绿色低碳",1000-9999人,上市公司,CP-J-PET-001-03,"岗位方向：能源/绿色低碳。负责油藏工程分析、钻井方案设计、采油工艺优化与油田开发规划，强调地质理解、工程计算和项目协调能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握油藏工程、钻井工程、采油工艺、地质分析、数值模拟、AutoCAD，具备学习能力、沟通协作意识和结果交付意识。
加分项：石油工程师、注册安全工程师，或有校内项目、竞赛、实习、社会实践经历。",成都能源产业发展集团面向应届生和初级人才提供能源/绿色低碳方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-PET-001-03,2026-05-02
储能工程师,杭州-西湖区,7-11K,杭州能源创新科技有限公司,"新能源,电力能源,绿色低碳",20-99人,民营,CP-J-ESM-001-01,"岗位方向：能源/绿色低碳。负责储能系统设计、电池选型、BMS调试与储能项目技术评估，强调电化学知识、系统设计和安全评估能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握储能系统设计、电池技术、BMS、电力电子、系统仿真、安全评估，具备学习能力、沟通协作意识和结果交付意识。
加分项：电气工程师、储能工程师，或有校内项目、竞赛、实习、社会实践经历。",杭州能源创新科技有限公司面向应届生和初级人才提供能源/绿色低碳方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-ESM-001-01,2026-05-02
助理储能工程师,成都-高新区,6-10K,成都能源产业发展集团,"新能源,电力能源,绿色低碳",20-99人,国企,CP-J-ESM-001-02,"岗位方向：能源/绿色低碳。负责储能系统设计、电池选型、BMS调试与储能项目技术评估，强调电化学知识、系统设计和安全评估能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握储能系统设计、电池技术、BMS、电力电子、系统仿真、安全评估，具备学习能力、沟通协作意识和结果交付意识。
加分项：电气工程师、储能工程师，或有校内项目、竞赛、实习、社会实践经历。",成都能源产业发展集团面向应届生和初级人才提供能源/绿色低碳方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-ESM-001-02,2026-05-02
储能实习工程师,武汉-光谷,10-16K,武汉能源咨询服务有限公司,"新能源,电力能源,绿色低碳",20-99人,上市公司,CP-J-ESM-001-03,"岗位方向：能源/绿色低碳。负责储能系统设计、电池选型、BMS调试与储能项目技术评估，强调电化学知识、系统设计和安全评估能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握储能系统设计、电池技术、BMS、电力电子、系统仿真、安全评估，具备学习能力、沟通协作意识和结果交付意识。
加分项：电气工程师、储能工程师，或有校内项目、竞赛、实习、社会实践经历。",武汉能源咨询服务有限公司面向应届生和初级人才提供能源/绿色低碳方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-ESM-001-03,2026-05-02
能源管理师,成都-高新区,8-13K,成都能源产业发展集团,"新能源,电力能源,绿色低碳",100-299人,民营,CP-J-ENM-001-01,"岗位方向：能源/绿色低碳。负责企业能源审计、节能方案设计、碳排放核算与能源体系管理，强调节能技术、数据分析和碳管理能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握能源审计、节能技术、碳排放核算、数据分析、ISO50001、碳交易，具备学习能力、沟通协作意识和结果交付意识。
加分项：能源管理师、碳管理师，或有校内项目、竞赛、实习、社会实践经历。",成都能源产业发展集团面向应届生和初级人才提供能源/绿色低碳方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-ENM-001-01,2026-05-02
助理能源管理师,武汉-光谷,7-12K,武汉能源咨询服务有限公司,"新能源,电力能源,绿色低碳",100-299人,国企,CP-J-ENM-001-02,"岗位方向：能源/绿色低碳。负责企业能源审计、节能方案设计、碳排放核算与能源体系管理，强调节能技术、数据分析和碳管理能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握能源审计、节能技术、碳排放核算、数据分析、ISO50001、碳交易，具备学习能力、沟通协作意识和结果交付意识。
加分项：能源管理师、碳管理师，或有校内项目、竞赛、实习、社会实践经历。",武汉能源咨询服务有限公司面向应届生和初级人才提供能源/绿色低碳方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-ENM-001-02,2026-05-02
能源管理师实习生,西安-高新区,11-18K,西安能源智能制造有限公司,"新能源,电力能源,绿色低碳",100-299人,上市公司,CP-J-ENM-001-03,"岗位方向：能源/绿色低碳。负责企业能源审计、节能方案设计、碳排放核算与能源体系管理，强调节能技术、数据分析和碳管理能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握能源审计、节能技术、碳排放核算、数据分析、ISO50001、碳交易，具备学习能力、沟通协作意识和结果交付意识。
加分项：能源管理师、碳管理师，或有校内项目、竞赛、实习、社会实践经历。",西安能源智能制造有限公司面向应届生和初级人才提供能源/绿色低碳方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-ENM-001-03,2026-05-02
空乘/乘务员,武汉-光谷,9-15K,武汉综合管理咨询服务有限公司,"专业服务,企业服务,综合管理",500-999人,民营,CP-J-CCR-001-01,"岗位方向：综合管理/专业服务。负责客舱服务、旅客安全保障、应急处理与机上广播，强调服务意识、安全规范和应变能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握客舱服务、安全规范、应急处理、急救技能、外语沟通、旅客沟通，具备学习能力、沟通协作意识和结果交付意识。
加分项：乘务员资格证、急救证，或有校内项目、竞赛、实习、社会实践经历。",武汉综合管理咨询服务有限公司面向应届生和初级人才提供综合管理/专业服务方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-CCR-001-01,2026-05-02
助理空乘,西安-高新区,8-14K,西安综合管理智能制造有限公司,"专业服务,企业服务,综合管理",500-999人,国企,CP-J-CCR-001-02,"岗位方向：综合管理/专业服务。负责客舱服务、旅客安全保障、应急处理与机上广播，强调服务意识、安全规范和应变能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握客舱服务、安全规范、应急处理、急救技能、外语沟通、旅客沟通，具备学习能力、沟通协作意识和结果交付意识。
加分项：乘务员资格证、急救证，或有校内项目、竞赛、实习、社会实践经历。",西安综合管理智能制造有限公司面向应届生和初级人才提供综合管理/专业服务方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-CCR-001-02,2026-05-02
空乘管培生,南京-江宁区,12-20K,南京综合管理现代服务有限公司,"专业服务,企业服务,综合管理",500-999人,上市公司,CP-J-CCR-001-03,"岗位方向：综合管理/专业服务。负责客舱服务、旅客安全保障、应急处理与机上广播，强调服务意识、安全规范和应变能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握客舱服务、安全规范、应急处理、急救技能、外语沟通、旅客沟通，具备学习能力、沟通协作意识和结果交付意识。
加分项：乘务员资格证、急救证，或有校内项目、竞赛、实习、社会实践经历。",南京综合管理现代服务有限公司面向应届生和初级人才提供综合管理/专业服务方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-CCR-001-03,2026-05-02
空中交通管制员,西安-高新区,10-17K,西安综合管理智能制造有限公司,"专业服务,企业服务,综合管理",1000-9999人,民营,CP-J-ATC-001-01,"岗位方向：综合管理/专业服务。负责航空器飞行指挥、空域管理、间隔保障与应急协调，强调空间感知、快速决策和抗压能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握飞行指挥、空域管理、雷达监控、气象分析、应急预案、通信协调，具备学习能力、沟通协作意识和结果交付意识。
加分项：空、中、交，或有校内项目、竞赛、实习、社会实践经历。",西安综合管理智能制造有限公司面向应届生和初级人才提供综合管理/专业服务方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-ATC-001-01,2026-05-02
助理空中交通管制员,南京-江宁区,9-16K,南京综合管理现代服务有限公司,"专业服务,企业服务,综合管理",1000-9999人,国企,CP-J-ATC-001-02,"岗位方向：综合管理/专业服务。负责航空器飞行指挥、空域管理、间隔保障与应急协调，强调空间感知、快速决策和抗压能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握飞行指挥、空域管理、雷达监控、气象分析、应急预案、通信协调，具备学习能力、沟通协作意识和结果交付意识。
加分项：空、中、交，或有校内项目、竞赛、实习、社会实践经历。",南京综合管理现代服务有限公司面向应届生和初级人才提供综合管理/专业服务方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-ATC-001-02,2026-05-02
空中交通管制员管培生,苏州-工业园区,13-22K,苏州综合管理创新科技有限公司,"专业服务,企业服务,综合管理",1000-9999人,上市公司,CP-J-ATC-001-03,"岗位方向：综合管理/专业服务。负责航空器飞行指挥、空域管理、间隔保障与应急协调，强调空间感知、快速决策和抗压能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握飞行指挥、空域管理、雷达监控、气象分析、应急预案、通信协调，具备学习能力、沟通协作意识和结果交付意识。
加分项：空、中、交，或有校内项目、竞赛、实习、社会实践经历。",苏州综合管理创新科技有限公司面向应届生和初级人才提供综合管理/专业服务方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-ATC-001-03,2026-05-02
敏捷教练/ScrumMaster,南京-江宁区,11-15K,南京互联网现代服务有限公司,"互联网,计算机软件,人工智能,大数据",20-99人,民营,CP-J-SCM-001-01,"岗位方向：互联网/软件/数据。负责敏捷团队引导、Scrum流程实施、障碍消除与持续改进推动，强调敏捷方法论、团队引导和变革推动能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握Scrum、看板方法、团队引导、迭代管理、障碍消除、持续改进，具备学习能力、沟通协作意识和结果交付意识。
加分项：CSM/PMP、SAFe，或有校内项目、竞赛、实习、社会实践经历。",南京互联网现代服务有限公司面向应届生和初级人才提供互联网/软件/数据方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-SCM-001-01,2026-05-02
助理敏捷教练,苏州-工业园区,10-14K,苏州互联网创新科技有限公司,"互联网,计算机软件,人工智能,大数据",20-99人,国企,CP-J-SCM-001-02,"岗位方向：互联网/软件/数据。负责敏捷团队引导、Scrum流程实施、障碍消除与持续改进推动，强调敏捷方法论、团队引导和变革推动能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握Scrum、看板方法、团队引导、迭代管理、障碍消除、持续改进，具备学习能力、沟通协作意识和结果交付意识。
加分项：CSM/PMP、SAFe，或有校内项目、竞赛、实习、社会实践经历。",苏州互联网创新科技有限公司面向应届生和初级人才提供互联网/软件/数据方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-SCM-001-02,2026-05-02
敏捷教练管培生,天津-滨海新区,14-20K,天津互联网产业发展集团,"互联网,计算机软件,人工智能,大数据",20-99人,上市公司,CP-J-SCM-001-03,"岗位方向：互联网/软件/数据。负责敏捷团队引导、Scrum流程实施、障碍消除与持续改进推动，强调敏捷方法论、团队引导和变革推动能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握Scrum、看板方法、团队引导、迭代管理、障碍消除、持续改进，具备学习能力、沟通协作意识和结果交付意识。
加分项：CSM/PMP、SAFe，或有校内项目、竞赛、实习、社会实践经历。",天津互联网产业发展集团面向应届生和初级人才提供互联网/软件/数据方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-SCM-001-03,2026-05-02
工程项目管理,苏州-工业园区,12-17K,苏州智能制造创新科技有限公司,"智能制造,机械设备,建筑工程,航空航天",100-299人,民营,CP-J-EPM-001-01,"岗位方向：智能制造/工程技术。负责工程项目进度/质量/成本的综合管理、施工协调与验收交付，强调工程管理、规范执行和多方协调能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握工程进度管理、质量管理、成本控制、施工协调、安全文明、验收交付，具备学习能力、沟通协作意识和结果交付意识。
加分项：建造师、PMP，或有校内项目、竞赛、实习、社会实践经历。",苏州智能制造创新科技有限公司面向应届生和初级人才提供智能制造/工程技术方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-EPM-001-01,2026-05-02
助理工程项目管理,天津-滨海新区,11-16K,天津智能制造产业发展集团,"智能制造,机械设备,建筑工程,航空航天",100-299人,国企,CP-J-EPM-001-02,"岗位方向：智能制造/工程技术。负责工程项目进度/质量/成本的综合管理、施工协调与验收交付，强调工程管理、规范执行和多方协调能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握工程进度管理、质量管理、成本控制、施工协调、安全文明、验收交付，具备学习能力、沟通协作意识和结果交付意识。
加分项：建造师、PMP，或有校内项目、竞赛、实习、社会实践经历。",天津智能制造产业发展集团面向应届生和初级人才提供智能制造/工程技术方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-EPM-001-02,2026-05-02
工程项目管理管培生,重庆-渝北区,15-22K,重庆智能制造咨询服务有限公司,"智能制造,机械设备,建筑工程,航空航天",100-299人,上市公司,CP-J-EPM-001-03,"岗位方向：智能制造/工程技术。负责工程项目进度/质量/成本的综合管理、施工协调与验收交付，强调工程管理、规范执行和多方协调能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握工程进度管理、质量管理、成本控制、施工协调、安全文明、验收交付，具备学习能力、沟通协作意识和结果交付意识。
加分项：建造师、PMP，或有校内项目、竞赛、实习、社会实践经历。",重庆智能制造咨询服务有限公司面向应届生和初级人才提供智能制造/工程技术方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-EPM-001-03,2026-05-02
室内设计师,天津-滨海新区,13-19K,天津设计产业发展集团,"设计服务,数字内容,文化创意",500-999人,民营,CP-J-INT-001-01,"岗位方向：设计/创意/数字内容。负责室内空间规划、方案设计、施工图绘制与材料选型，强调空间思维、审美能力和施工落地经验。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握AutoCAD、SketchUp、3ds Max、空间规划、材料选型、施工图，具备学习能力、沟通协作意识和结果交付意识。
加分项：室内设计师、建筑装饰工程师，或有校内项目、竞赛、实习、社会实践经历。",天津设计产业发展集团面向应届生和初级人才提供设计/创意/数字内容方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-INT-001-01,2026-05-02
助理室内设计师,重庆-渝北区,12-18K,重庆设计咨询服务有限公司,"设计服务,数字内容,文化创意",500-999人,国企,CP-J-INT-001-02,"岗位方向：设计/创意/数字内容。负责室内空间规划、方案设计、施工图绘制与材料选型，强调空间思维、审美能力和施工落地经验。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握AutoCAD、SketchUp、3ds Max、空间规划、材料选型、施工图，具备学习能力、沟通协作意识和结果交付意识。
加分项：室内设计师、建筑装饰工程师，或有校内项目、竞赛、实习、社会实践经历。",重庆设计咨询服务有限公司面向应届生和初级人才提供设计/创意/数字内容方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-INT-001-02,2026-05-02
室内设计师实习生,北京-海淀区,16-24K,北京设计智能制造有限公司,"设计服务,数字内容,文化创意",500-999人,上市公司,CP-J-INT-001-03,"岗位方向：设计/创意/数字内容。负责室内空间规划、方案设计、施工图绘制与材料选型，强调空间思维、审美能力和施工落地经验。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握AutoCAD、SketchUp、3ds Max、空间规划、材料选型、施工图，具备学习能力、沟通协作意识和结果交付意识。
加分项：室内设计师、建筑装饰工程师，或有校内项目、竞赛、实习、社会实践经历。",北京设计智能制造有限公司面向应届生和初级人才提供设计/创意/数字内容方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-INT-001-03,2026-05-02
插画师,重庆-渝北区,14-21K,重庆设计咨询服务有限公司,"设计服务,数字内容,文化创意",1000-9999人,民营,CP-J-ILL-001-01,"岗位方向：设计/创意/数字内容。负责商业插画创作、角色设计、出版物配图与品牌视觉插画，强调绘画功底、创意表达和风格多样能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握手绘/板绘、Photoshop、Procreate、角色设计、色彩理论、构图，具备学习能力、沟通协作意识和结果交付意识。
加分项：Adobe认证、美术类学位，或有校内项目、竞赛、实习、社会实践经历。",重庆设计咨询服务有限公司面向应届生和初级人才提供设计/创意/数字内容方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-ILL-001-01,2026-05-02
助理插画师,北京-海淀区,13-20K,北京设计智能制造有限公司,"设计服务,数字内容,文化创意",1000-9999人,国企,CP-J-ILL-001-02,"岗位方向：设计/创意/数字内容。负责商业插画创作、角色设计、出版物配图与品牌视觉插画，强调绘画功底、创意表达和风格多样能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握手绘/板绘、Photoshop、Procreate、角色设计、色彩理论、构图，具备学习能力、沟通协作意识和结果交付意识。
加分项：Adobe认证、美术类学位，或有校内项目、竞赛、实习、社会实践经历。",北京设计智能制造有限公司面向应届生和初级人才提供设计/创意/数字内容方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-ILL-001-02,2026-05-02
插画师实习生,上海-浦东新区,17-26K,上海设计现代服务有限公司,"设计服务,数字内容,文化创意",1000-9999人,上市公司,CP-J-ILL-001-03,"岗位方向：设计/创意/数字内容。负责商业插画创作、角色设计、出版物配图与品牌视觉插画，强调绘画功底、创意表达和风格多样能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握手绘/板绘、Photoshop、Procreate、角色设计、色彩理论、构图，具备学习能力、沟通协作意识和结果交付意识。
加分项：Adobe认证、美术类学位，或有校内项目、竞赛、实习、社会实践经历。",上海设计现代服务有限公司面向应届生和初级人才提供设计/创意/数字内容方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-ILL-001-03,2026-05-02
展览/展示设计,北京-海淀区,6-10K,北京设计智能制造有限公司,"设计服务,数字内容,文化创意",20-99人,民营,CP-J-EXH-001-01,"岗位方向：设计/创意/数字内容。负责展览空间规划、展台设计、互动装置设计与现场搭建协调，强调空间设计、创意展示和项目管理能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握空间设计、3D建模、展台设计、互动装置、AutoCAD、灯光设计，具备学习能力、沟通协作意识和结果交付意识。
加分项：展示设计师、室内设计师，或有校内项目、竞赛、实习、社会实践经历。",北京设计智能制造有限公司面向应届生和初级人才提供设计/创意/数字内容方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-EXH-001-01,2026-05-02
助理展览,上海-浦东新区,5-9K,上海设计现代服务有限公司,"设计服务,数字内容,文化创意",20-99人,国企,CP-J-EXH-001-02,"岗位方向：设计/创意/数字内容。负责展览空间规划、展台设计、互动装置设计与现场搭建协调，强调空间设计、创意展示和项目管理能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握空间设计、3D建模、展台设计、互动装置、AutoCAD、灯光设计，具备学习能力、沟通协作意识和结果交付意识。
加分项：展示设计师、室内设计师，或有校内项目、竞赛、实习、社会实践经历。",上海设计现代服务有限公司面向应届生和初级人才提供设计/创意/数字内容方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-EXH-001-02,2026-05-02
展览管培生,广州-天河区,9-15K,广州设计创新科技有限公司,"设计服务,数字内容,文化创意",20-99人,上市公司,CP-J-EXH-001-03,"岗位方向：设计/创意/数字内容。负责展览空间规划、展台设计、互动装置设计与现场搭建协调，强调空间设计、创意展示和项目管理能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握空间设计、3D建模、展台设计、互动装置、AutoCAD、灯光设计，具备学习能力、沟通协作意识和结果交付意识。
加分项：展示设计师、室内设计师，或有校内项目、竞赛、实习、社会实践经历。",广州设计创新科技有限公司面向应届生和初级人才提供设计/创意/数字内容方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-EXH-001-03,2026-05-02
同声传译,上海-浦东新区,7-12K,上海综合管理现代服务有限公司,"专业服务,企业服务,综合管理",100-299人,民营,CP-J-SIT-001-01,"岗位方向：综合管理/专业服务。负责国际会议、商务谈判中的实时口译服务，强调双语能力、快速反应、领域知识和高强度专注力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握同传技术、交替传译、术语管理、领域知识、快速反应、压力管理，具备学习能力、沟通协作意识和结果交付意识。
加分项：CATTI一级/二级、AIIC会员，或有校内项目、竞赛、实习、社会实践经历。",上海综合管理现代服务有限公司面向应届生和初级人才提供综合管理/专业服务方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-SIT-001-01,2026-05-02
助理同声传译,广州-天河区,6-11K,广州综合管理创新科技有限公司,"专业服务,企业服务,综合管理",100-299人,国企,CP-J-SIT-001-02,"岗位方向：综合管理/专业服务。负责国际会议、商务谈判中的实时口译服务，强调双语能力、快速反应、领域知识和高强度专注力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握同传技术、交替传译、术语管理、领域知识、快速反应、压力管理，具备学习能力、沟通协作意识和结果交付意识。
加分项：CATTI一级/二级、AIIC会员，或有校内项目、竞赛、实习、社会实践经历。",广州综合管理创新科技有限公司面向应届生和初级人才提供综合管理/专业服务方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-SIT-001-02,2026-05-02
同声传译管培生,深圳-南山区,10-17K,深圳综合管理产业发展集团,"专业服务,企业服务,综合管理",100-299人,上市公司,CP-J-SIT-001-03,"岗位方向：综合管理/专业服务。负责国际会议、商务谈判中的实时口译服务，强调双语能力、快速反应、领域知识和高强度专注力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握同传技术、交替传译、术语管理、领域知识、快速反应、压力管理，具备学习能力、沟通协作意识和结果交付意识。
加分项：CATTI一级/二级、AIIC会员，或有校内项目、竞赛、实习、社会实践经历。",深圳综合管理产业发展集团面向应届生和初级人才提供综合管理/专业服务方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-SIT-001-03,2026-05-02
跨境电商运营,广州-天河区,8-14K,广州综合管理创新科技有限公司,"专业服务,企业服务,综合管理",500-999人,民营,CP-J-CBD-001-01,"岗位方向：综合管理/专业服务。负责跨境电商平台运营、海外市场选品、Listing优化与跨境物流协调，强调平台规则理解、数据分析和选品能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握Amazon/Shopee、选品分析、Listing优化、广告投放、跨境物流、数据分析，具备学习能力、沟通协作意识和结果交付意识。
加分项：电商运营师、跨境电商认证，或有校内项目、竞赛、实习、社会实践经历。",广州综合管理创新科技有限公司面向应届生和初级人才提供综合管理/专业服务方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-CBD-001-01,2026-05-02
助理跨境电商运营,深圳-南山区,7-13K,深圳综合管理产业发展集团,"专业服务,企业服务,综合管理",500-999人,国企,CP-J-CBD-001-02,"岗位方向：综合管理/专业服务。负责跨境电商平台运营、海外市场选品、Listing优化与跨境物流协调，强调平台规则理解、数据分析和选品能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握Amazon/Shopee、选品分析、Listing优化、广告投放、跨境物流、数据分析，具备学习能力、沟通协作意识和结果交付意识。
加分项：电商运营师、跨境电商认证，或有校内项目、竞赛、实习、社会实践经历。",深圳综合管理产业发展集团面向应届生和初级人才提供综合管理/专业服务方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-CBD-001-02,2026-05-02
跨境电商运营管培生,杭州-西湖区,11-19K,杭州综合管理咨询服务有限公司,"专业服务,企业服务,综合管理",500-999人,上市公司,CP-J-CBD-001-03,"岗位方向：综合管理/专业服务。负责跨境电商平台运营、海外市场选品、Listing优化与跨境物流协调，强调平台规则理解、数据分析和选品能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握Amazon/Shopee、选品分析、Listing优化、广告投放、跨境物流、数据分析，具备学习能力、沟通协作意识和结果交付意识。
加分项：电商运营师、跨境电商认证，或有校内项目、竞赛、实习、社会实践经历。",杭州综合管理咨询服务有限公司面向应届生和初级人才提供综合管理/专业服务方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-CBD-001-03,2026-05-02
职业规划师,深圳-南山区,9-16K,深圳教育产业发展集团,"教育培训,科研服务,在线教育",1000-9999人,民营,CP-J-CRG-001-01,"岗位方向：教育/培训/科研。负责职业测评解读、职业路径规划、求职技能辅导与职业发展跟踪，强调职业理论、测评工具和辅导能力。
工作内容：参与真实业务项目，完成需求理解、方案执行、数据或文档沉淀、跨团队协作与阶段复盘。
能力要求：掌握职业测评、MBTI/霍兰德、职业规划、简历辅导、面试辅导、行业分析，具备学习能力、沟通协作意识和结果交付意识。
加分项：GCDF、职业生涯规划师，或有校内项目、竞赛、实习、社会实践经历。",深圳教育产业发展集团面向应届生和初级人才提供教育/培训/科研方向的项目实践、导师辅导和轮岗培养。,careerpilot://curated-campus/CP-J-CRG-001-01,2026-05-02
